,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
28800,65381731,24098727,2005,Germany,Brazil,354471,23030,Power generation/renewable sources
20054,58758773,24310348,2005,Italy,India,9243,16010,Social/ welfare services
21269,59651721,24678340,2005,Sweden,Brazil,9110,16010,Social/ welfare services
38157,72405919,26124113,2005,United States,India,2267172,16010,Social/ welfare services
20893,59346382,24098771,2005,Germany,Brazil,319740,23030,Power generation/renewable sources
38844,72937665,24404252,2005,Norway,South Africa,1465750,16010,Social/ welfare services
36968,71509105,24497104,2005,Norway,India,35808,32120,Industrial development
26966,64002922,23817333,2005,France,South Africa,52001,16010,Social/ welfare services
34654,69789954,26360655,2005,Japan,India,223103732,21030,Rail transport
34686,69809876,24297558,2005,Italy,Colombia,30810,16010,Social/ welfare services
32925,68481902,26077846,2005,United States,Saudi Arabia,22672,16010,Social/ welfare services
34715,69825159,24209359,2005,Germany,Thailand,1702642,16010,Social/ welfare services
34729,69833995,26039973,2005,United States,Chile,490843,16010,Social/ welfare services
19815,58584565,24406058,2005,Norway,South Africa,14071,32120,Industrial development
25358,62787307,23907070,2005,France,Saudi Arabia,13717,16010,Social/ welfare services
34944,69980745,26411386,2005,Japan,Thailand,409998787,21050,Air transport
35122,70110920,24310930,2005,Italy,India,34661,16010,Social/ welfare services
35202,70176513,26040050,2005,United States,Colombia,176825829,16010,Social/ welfare services
32766,68369643,24160032,2005,Germany,India,5802841,16010,Social/ welfare services
32755,68356387,24326900,2005,Netherlands,South Africa,767664,16010,Social/ welfare services
35345,70280409,24955513,2005,United Kingdom,India,455821,16010,Social/ welfare services
23503,61334712,24328840,2005,Netherlands,South Africa,37573,16010,Social/ welfare services
35012,70039668,24405817,2005,Norway,South Africa,10430,32120,Industrial development
25805,63118054,24260896,2005,Italy,South Africa,60316,16010,Social/ welfare services
25339,62765809,26127043,2005,United States,India,1133586,23020,Power generation/non-renewable sources
24115,61822766,24407104,2005,Norway,South Africa,330102,16010,Social/ welfare services
24651,62239694,24498458,2005,Norway,India,12312,16010,Social/ welfare services
33611,69011404,24405449,2005,Norway,South Africa,12531,32120,Industrial development
24630,62222694,23933356,2005,France,Thailand,20806,16010,Social/ welfare services
33712,69086570,23976211,2005,Germany,South Africa,26806,23030,Power generation/renewable sources
33835,69185293,24327850,2005,Netherlands,South Africa,2304,16010,Social/ welfare services
24481,62106749,24955757,2005,United Kingdom,India,92873,16010,Social/ welfare services
33233,68728032,24297245,2005,Italy,Chile,397422,16010,Social/ welfare services
33407,68857622,24496073,2005,Norway,India,446995,16010,Social/ welfare services
24751,62314920,24328280,2005,Netherlands,South Africa,436,16010,Social/ welfare services
24909,62448512,26041339,2005,United States,Colombia,478663535,16010,Social/ welfare services
34228,69480519,24923129,2005,United Kingdom,South Africa,311473,32220,Mineral/Metal prospection and exploration
24313,61968534,24467398,2005,Norway,Brazil,84427,16010,Social/ welfare services
33256,68748837,24162383,2005,Germany,India,122044,16010,Social/ welfare services
34420,69614054,24404411,2005,Norway,South Africa,157288,16010,Social/ welfare services
33988,69299791,24496466,2005,Norway,India,29080,16010,Social/ welfare services
37671,72026623,26039416,2005,United States,Chile,5668,21050,Air transport
32614,68259399,23816576,2005,France,South Africa,104186,16010,Social/ welfare services
23311,61192311,26077883,2005,United States,Saudi Arabia,386553,21030,Rail transport
26755,63839776,24296669,2005,Italy,Brazil,34661,16010,Social/ welfare services
36899,71462076,24405407,2005,Norway,South Africa,12531,32120,Industrial development
22649,60702670,24102792,2005,Germany,Chile,4338787,16010,Social/ welfare services
33548,68964417,23888867,2005,France,Chile,117287,16010,Social/ welfare services
26821,63888139,24498101,2005,Norway,India,10868,32120,Industrial development
31331,67311097,26124034,2005,United States,India,5886713,16010,Social/ welfare services
22834,60837806,24949650,2005,United Kingdom,Brazil,466070,16010,Social/ welfare services
31285,67276243,23886992,2005,France,Brazil,210130,16010,Social/ welfare services
37190,71670544,26040506,2005,United States,Colombia,39676,16010,Social/ welfare services
37401,71838000,23920755,2005,France,India,305624,16010,Social/ welfare services
22121,60286543,24678830,2005,Sweden,Chile,2771,16010,Social/ welfare services
26937,63979842,26039457,2005,United States,Chile,113359,16010,Social/ welfare services
21943,60138871,26168616,2005,United States,Thailand,756102,32120,Industrial development
26962,63999381,23887244,2005,France,Brazil,277419,16010,Social/ welfare services
26836,63899674,24467558,2005,Norway,Brazil,108278,16010,Social/ welfare services
35644,70496676,24329144,2005,Netherlands,South Africa,55299,16010,Social/ welfare services
36744,71333520,24105487,2005,Germany,Colombia,50009,23030,Power generation/renewable sources
26709,63804690,23887707,2005,France,Brazil,87572,16010,Social/ welfare services
23247,61144969,23888909,2005,France,Chile,70064,16010,Social/ welfare services
26111,63369360,23920629,2005,France,India,167654,16010,Social/ welfare services
36009,70764529,24408055,2005,Norway,South Africa,28142,16010,Social/ welfare services
26257,63465006,24327893,2005,Netherlands,South Africa,594,16010,Social/ welfare services
23121,61044727,23816375,2005,France,South Africa,533568,16010,Social/ welfare services
23079,61018980,26124074,2005,United States,India,473839,16010,Social/ welfare services
31668,67550679,26168733,2005,United States,Thailand,85019,16010,Social/ welfare services
36345,71029449,23920797,2005,France,India,188183,16010,Social/ welfare services
22914,60894613,24155571,2005,Germany,India,4902159,23030,Power generation/renewable sources
26389,63570775,23978055,2005,Germany,South Africa,413184,16010,Social/ welfare services
36407,71069823,24295721,2005,Italy,Brazil,48354,16010,Social/ welfare services
36496,71146715,23973985,2005,Germany,South Africa,14704,16010,Social/ welfare services
31747,67607083,23816870,2005,France,South Africa,32335,16010,Social/ welfare services
26589,63711869,23978008,2005,Germany,South Africa,1239553,16010,Social/ welfare services
36372,71049594,24295583,2005,Italy,Brazil,158276,16010,Social/ welfare services
19746,58536516,23920839,2005,France,India,164602,16010,Social/ welfare services
29282,65732904,23816786,2005,France,South Africa,69355,16010,Social/ welfare services
16195,55819056,24466925,2005,Norway,Brazil,43281,16010,Social/ welfare services
15387,55218800,24292773,2005,Italy,Brazil,397794,16010,Social/ welfare services
50280,81630532,24949733,2005,United Kingdom,Colombia,897417,16010,Social/ welfare services
45113,77708307,23817038,2005,France,South Africa,271809,16010,Social/ welfare services
15257,55135387,26128549,2005,United States,India,159836,32120,Industrial development
47765,79731689,24408135,2005,Norway,South Africa,29097,16010,Social/ welfare services
15243,55127601,26128590,2005,United States,India,3831521,16010,Social/ welfare services
47700,79672358,26041494,2005,United States,Colombia,223316,21050,Air transport
52021,82966948,26362803,2005,Japan,India,184061735,23020,Power generation/non-renewable sources
11016,51967728,26168114,2005,United States,Thailand,2779553,16010,Social/ welfare services
50439,81736474,23890480,2005,France,Colombia,250448,16010,Social/ welfare services
51815,82798472,23816744,2005,France,South Africa,461795,16010,Social/ welfare services
11018,51973305,24955794,2005,United Kingdom,India,466020,16010,Social/ welfare services
51799,82786778,23890354,2005,France,Colombia,84705,16010,Social/ welfare services
15140,55043094,24497504,2005,Norway,India,15072,16010,Social/ welfare services
11120,52050933,24098475,2005,Germany,Brazil,110280,16010,Social/ welfare services
47597,79589030,23920388,2005,France,India,393763,16010,Social/ welfare services
45255,77806692,24158434,2005,Germany,India,107501,32120,Industrial development
14888,54844798,23934448,2005,France,Thailand,39563,16010,Social/ welfare services
15491,55290638,24162336,2005,Germany,India,38951,16010,Social/ welfare services
10780,51797493,23907112,2005,France,Saudi Arabia,268712,16010,Social/ welfare services
16625,56158882,25856720,2005,United States,South Africa,22672,16010,Social/ welfare services
44217,77042684,26038718,2005,United States,Brazil,1134,21030,Rail transport
44274,77080676,24468299,2005,Norway,Colombia,471385,16010,Social/ welfare services
44287,77090595,23920965,2005,France,India,10792,16010,Social/ welfare services
16287,55907553,24467003,2005,Norway,Brazil,32619,23030,Power generation/renewable sources
50903,82098987,24097578,2005,Germany,Brazil,7488383,16010,Social/ welfare services
44616,77323325,24208463,2005,Germany,Thailand,216164,32120,Industrial development
50279,81630104,24407302,2005,Norway,South Africa,45591,16010,Social/ welfare services
16059,55709375,24466885,2005,Norway,Brazil,14071,16010,Social/ welfare services
50132,81527029,26128126,2005,United States,India,30607,21050,Air transport
52194,83101963,24677163,2005,Sweden,Brazil,9751,16010,Social/ welfare services
52187,83095245,23888783,2005,France,Chile,50722,16010,Social/ welfare services
10478,51559853,24614209,2005,Sweden,South Africa,15936,16010,Social/ welfare services
15685,55430280,25802881,2005,Canada,India,108962,32120,Industrial development
10610,51659826,24158393,2005,Germany,India,49994,32120,Industrial development
48078,79968719,24101091,2005,Germany,Chile,10410,16010,Social/ welfare services
44640,77343035,23886950,2005,France,Brazil,367165,16010,Social/ welfare services
14859,54825958,26041719,2005,United States,Colombia,549789,22020,Telecommunications
19665,58470982,24923165,2005,United Kingdom,South Africa,5527174,32220,Mineral/Metal prospection and exploration
11469,52288689,24327936,2005,Netherlands,South Africa,5092,16010,Social/ welfare services
46406,78678828,24355388,2005,Netherlands,Colombia,452067,16010,Social/ welfare services
47104,79190543,24327807,2005,Netherlands,South Africa,1225,16010,Social/ welfare services
13737,53997778,24724365,2005,Sweden,Thailand,2708,16010,Social/ welfare services
51163,82305039,24496743,2005,Norway,India,33325,32120,Industrial development
13684,53961502,26038759,2005,United States,Brazil,17737222,16010,Social/ welfare services
13629,53922136,24497623,2005,Norway,India,15244,32120,Industrial development
13590,53894862,24328926,2005,Netherlands,South Africa,85,16010,Social/ welfare services
13868,54096259,24327332,2005,Netherlands,South Africa,165873,16010,Social/ welfare services
13517,53836405,24326814,2005,Netherlands,South Africa,904123,16010,Social/ welfare services
46591,78815545,23887328,2005,France,Brazil,14642,16010,Social/ welfare services
46813,78986922,23890029,2005,France,Colombia,85646,16010,Social/ welfare services
50977,82150833,24162289,2005,Germany,India,55140,16010,Social/ welfare services
46803,78978823,24923201,2005,United Kingdom,South Africa,5333560,32220,Mineral/Metal prospection and exploration
13247,53628782,24207839,2005,Germany,Thailand,3985,16010,Social/ welfare services
50964,82142663,23886908,2005,France,Brazil,199110,16010,Social/ welfare services
13145,53545847,23934574,2005,France,Thailand,149560,16010,Social/ welfare services
13478,53804859,24495121,2005,Norway,India,4004,16010,Social/ welfare services
13943,54163238,24407499,2005,Norway,South Africa,56285,16010,Social/ welfare services
13960,54174480,23889119,2005,France,Chile,179182,16010,Social/ welfare services
14026,54229136,24327289,2005,Netherlands,South Africa,133671,16010,Social/ welfare services
14433,54522329,26039302,2005,United States,Brazil,72550,16010,Social/ welfare services
11535,52343803,24208422,2005,Germany,Thailand,26908,32120,Industrial development
14200,54348546,26039653,2005,United States,Chile,406957,21050,Air transport
45622,78084971,24207880,2005,Germany,Thailand,18630,16010,Social/ welfare services
47283,79349291,24614797,2005,Sweden,South Africa,12459,16010,Social/ welfare services
51557,82585851,23886740,2005,France,Brazil,294667,16010,Social/ welfare services
11629,52409750,26039894,2005,United States,Chile,11336,22020,Telecommunications
14124,54294576,26037314,2005,United States,Brazil,735697,16010,Social/ welfare services
46096,78442272,24329058,2005,Netherlands,South Africa,267,16010,Social/ welfare services
46138,78473097,24495160,2005,Norway,India,59571,16010,Social/ welfare services
46205,78524589,26169895,2005,United States,Thailand,3574197,16010,Social/ welfare services
51451,82500670,23887034,2005,France,Brazil,132907,16010,Social/ welfare services
46207,78525404,26039265,2005,United States,Brazil,28340,16010,Social/ welfare services
46214,78529445,23887160,2005,France,Brazil,24660,16010,Social/ welfare services
46229,78540250,24098434,2005,Germany,Brazil,147041,16010,Social/ welfare services
47262,79325973,23933398,2005,France,Thailand,138710,16010,Social/ welfare services
46283,78583163,24155760,2005,Germany,India,95576418,23030,Power generation/renewable sources
16629,56163318,24129164,2005,Germany,Saudi Arabia,330430,16010,Social/ welfare services
44078,76943610,23817375,2005,France,South Africa,15258,16010,Social/ welfare services
50892,82094125,23907028,2005,France,Saudi Arabia,8862,16010,Social/ welfare services
49762,81252729,23920671,2005,France,India,55052,16010,Social/ welfare services
41015,74591156,26128787,2005,United States,India,4534,32120,Industrial development
17777,57080303,24613130,2005,Sweden,South Africa,101,16010,Social/ welfare services
17796,57094576,24498574,2005,Norway,India,11374,16010,Social/ welfare services
17811,57110530,25801809,2005,Canada,India,424256,32120,Industrial development
42787,75964744,24295271,2005,Italy,Brazil,30810,16010,Social/ welfare services
49852,81322128,24407738,2005,Norway,South Africa,49038,32120,Industrial development
19080,58043533,23976252,2005,Germany,South Africa,20130,23030,Power generation/renewable sources
17866,57155949,24328194,2005,Netherlands,South Africa,315,16010,Social/ welfare services
41178,74724321,24408173,2005,Norway,South Africa,23723,16010,Social/ welfare services
29273,65728156,24292549,2005,Italy,Brazil,26520,16010,Social/ welfare services
42379,75648585,24328108,2005,Netherlands,South Africa,9045,16010,Social/ welfare services
17955,57223883,26169590,2005,United States,Thailand,194977,16010,Social/ welfare services
19003,57994552,26169777,2005,United States,Thailand,141698,32120,Industrial development
16646,56175776,24407698,2005,Norway,South Africa,50656,16010,Social/ welfare services
18891,57911783,23921007,2005,France,India,675054,16010,Social/ welfare services
42098,75440793,24677261,2005,Sweden,Brazil,19033,16010,Social/ welfare services
42090,75437365,26128508,2005,United States,India,3401,22020,Telecommunications
18713,57769238,23921049,2005,France,India,87603,16010,Social/ welfare services
18662,57743410,24094105,2005,Germany,Brazil,352898,16010,Social/ welfare services
41538,74991965,24155711,2005,Germany,India,66998466,23030,Power generation/renewable sources
49173,80788579,24157880,2005,Germany,India,147041,16010,Social/ welfare services
8971,50400146,24406984,2005,Norway,South Africa,442398,16010,Social/ welfare services
41382,74886305,23973062,2005,Germany,South Africa,13968861,23030,Power generation/renewable sources
8790,50263928,24404571,2005,Norway,South Africa,136880,32120,Industrial development
18360,57508603,24405937,2005,Norway,South Africa,9381,32120,Industrial development
8979,50404356,26128395,2005,United States,India,334408,16010,Social/ welfare services
49647,81170769,23886824,2005,France,Brazil,94182,16010,Social/ welfare services
18772,57825167,23934656,2005,France,Thailand,1550432,16010,Social/ welfare services
18200,57391152,24106938,2005,Germany,Colombia,4411,16010,Social/ welfare services
18167,57367580,23890396,2005,France,Colombia,95556,16010,Social/ welfare services
48985,80646110,23887076,2005,France,Brazil,212210,16010,Social/ welfare services
18358,57505682,23888702,2005,France,Chile,223477,23030,Power generation/renewable sources
17618,56965354,23890312,2005,France,Colombia,49319,16010,Social/ welfare services
42945,76093896,24329013,2005,Netherlands,South Africa,23970,16010,Social/ welfare services
41457,74938436,25857573,2005,United States,South Africa,157568,16010,Social/ welfare services
8691,50195622,24497424,2005,Norway,India,15244,23030,Power generation/renewable sources
40560,74225378,24406184,2005,Norway,South Africa,14071,32120,Industrial development
40336,74065981,24407817,2005,Norway,South Africa,58630,16010,Social/ welfare services
9676,50953568,24704625,2005,Sweden,India,346063,23030,Power generation/renewable sources
19256,58168080,26168345,2005,United States,Thailand,18137,16010,Social/ welfare services
16876,56357550,23816996,2005,France,South Africa,203387,16010,Social/ welfare services
17113,56567332,24328452,2005,Netherlands,South Africa,2958,16010,Social/ welfare services
43548,76562864,24678879,2005,Sweden,Chile,2167,16010,Social/ welfare services
40974,74563007,24327246,2005,Netherlands,South Africa,37670,16010,Social/ welfare services
43528,76548665,24106987,2005,Germany,Colombia,2527923,16010,Social/ welfare services
49943,81385853,26038072,2005,United States,Brazil,22672,16010,Social/ welfare services
17134,56588984,23816618,2005,France,South Africa,18341,16010,Social/ welfare services
19388,58269815,24495756,2005,Norway,India,48921,32220,Mineral/Metal prospection and exploration
40377,74097360,26124152,2005,United States,India,4534,16010,Social/ welfare services
49319,80905462,24955429,2005,United Kingdom,India,918003,16010,Social/ welfare services
43884,76814460,24723777,2005,Sweden,Thailand,506,16010,Social/ welfare services
48793,80512627,24404611,2005,Norway,South Africa,105534,32120,Industrial development
17240,56664299,23933440,2005,France,Thailand,47007,16010,Social/ welfare services
43243,76340489,24101296,2005,Germany,Chile,247822,16010,Social/ welfare services
17479,56854521,26040278,2005,United States,Colombia,484041,16010,Social/ welfare services
48900,80581055,24162430,2005,Germany,India,763141,16010,Social/ welfare services
48907,80585019,24724267,2005,Sweden,Thailand,3464,16010,Social/ welfare services
17553,56916609,25788812,2005,Canada,Brazil,154170,16010,Social/ welfare services
42996,76131167,24329187,2005,Netherlands,South Africa,121,16010,Social/ welfare services
40787,74417386,23934364,2005,France,Thailand,49997,16010,Social/ welfare services
9432,50756802,24706292,2005,Sweden,India,1215,16010,Social/ welfare services
43426,76468999,23887202,2005,France,Brazil,110505,16010,Social/ welfare services
49455,81021704,29831401,2006,United States,Brazil,40630,32120,Industrial development
8674,50183189,28389600,2006,Norway,India,15108,32120,Industrial development
25752,63072301,27838337,2006,Germany,South Africa,53150,16010,Social/ welfare services
25973,63258173,28160998,2006,Italy,Colombia,18575,16010,Social/ welfare services
11654,52425176,27954492,2006,Germany,Brazil,586356,16010,Social/ welfare services
12810,53292070,28156142,2006,Italy,Brazil,18622,16010,Social/ welfare services
12520,53079823,28190709,2006,Netherlands,South Africa,661,16010,Social/ welfare services
12269,52874482,28386761,2006,Norway,India,4748,16010,Social/ welfare services
12065,52724748,27947223,2006,Germany,Brazil,439764,16010,Social/ welfare services
8730,50224739,28389828,2006,Norway,India,13597,23030,Power generation/renewable sources
26056,63317802,27837178,2006,Germany,South Africa,4397673,16010,Social/ welfare services
27246,64199774,27959922,2006,Germany,Colombia,170043,16010,Social/ welfare services
26315,63517897,28063356,2006,Germany,Thailand,4134,16010,Social/ welfare services
10269,51411567,27953804,2006,Germany,Brazil,1185499,23030,Power generation/renewable sources
27440,64366354,29654609,2006,United States,South Africa,10981,23020,Power generation/non-renewable sources
27163,64140532,29911004,2006,United States,India,164715,32120,Industrial development
10298,51429090,28354676,2006,Norway,Colombia,191651,16010,Social/ welfare services
27651,64508378,28176439,2006,Italy,India,118460,16010,Social/ welfare services
9971,51184986,28011952,2006,Germany,India,7945377,16010,Social/ welfare services
10353,51469968,29908127,2006,United States,India,3294,32220,Mineral/Metal prospection and exploration
9923,51155264,28171883,2006,Italy,Saudi Arabia,15147,16010,Social/ welfare services
10412,51513292,27946457,2006,Germany,Brazil,8187607,16010,Social/ welfare services
9573,50879161,27961460,2006,Germany,Colombia,333802,23030,Power generation/renewable sources
26975,64008605,29942711,2006,United States,Thailand,1603231,16010,Social/ welfare services
10579,51638280,28156960,2006,Italy,Brazil,60100,16010,Social/ welfare services
26244,63456214,28156325,2006,Italy,Brazil,41652,16010,Social/ welfare services
9539,50847812,28561089,2006,Sweden,India,137350,16010,Social/ welfare services
10898,51876775,28192698,2006,Netherlands,South Africa,47170,16010,Social/ welfare services
26805,63877742,27781610,2006,France,India,786857,16010,Social/ welfare services
28176,64918360,29597145,2006,Canada,India,146862,32120,Industrial development
9188,50552318,27946645,2006,Germany,Brazil,328944,16010,Social/ welfare services
28280,65001188,28192227,2006,Netherlands,South Africa,189,16010,Social/ welfare services
28318,65026046,28389143,2006,Norway,India,56761,16010,Social/ welfare services
28346,65052879,28560989,2006,Sweden,India,44437,16010,Social/ welfare services
11270,52144687,27955706,2006,Germany,Chile,2885,16010,Social/ welfare services
11399,52235155,28160826,2006,Italy,Colombia,7573,16010,Social/ welfare services
9180,50546733,28387129,2006,Norway,India,16187,16010,Social/ welfare services
9019,50430460,29943364,2006,United States,Thailand,687413,16010,Social/ welfare services
26366,63555386,28389920,2006,Norway,India,5396,16010,Social/ welfare services
10853,51848294,27721897,2006,France,South Africa,119904,16010,Social/ welfare services
19650,58456929,28715968,2006,United Kingdom,South Africa,902532,16010,Social/ welfare services
14743,54744943,28278806,2006,Norway,South Africa,328267,16010,Social/ welfare services
13224,53606995,29942785,2006,United States,Thailand,373355,16010,Social/ welfare services
17560,56922439,28190501,2006,Netherlands,South Africa,48361,16010,Social/ welfare services
21899,60109689,30145555,2006,Japan,India,522846115,21030,Rail transport
17485,56855960,28190243,2006,Netherlands,South Africa,9002,16010,Social/ welfare services
22082,60243254,28514315,2006,Sweden,South Africa,77920,16010,Social/ welfare services
17200,56644097,28280180,2006,Norway,South Africa,12086,21030,Rail transport
22176,60328433,29912485,2006,United States,India,382140,16010,Social/ welfare services
22282,60411324,29908012,2006,United States,India,4748199,16010,Social/ welfare services
21695,59954160,29908052,2006,United States,India,38434,16010,Social/ welfare services
22512,60603880,29942391,2006,United States,Thailand,1363844,16010,Social/ welfare services
16970,56431474,29831712,2006,United States,Brazil,90044,16010,Social/ welfare services
22582,60651357,29831288,2006,United States,Brazil,17962774,16010,Social/ welfare services
16801,56293543,27984880,2006,Germany,Saudi Arabia,106592,16010,Social/ welfare services
16768,56271549,28192907,2006,Netherlands,South Africa,4847072,16010,Social/ welfare services
22651,60705670,28389782,2006,Norway,India,15108,16010,Social/ welfare services
22792,60811151,27835678,2006,Germany,South Africa,221348,16010,Social/ welfare services
22793,60811617,29909516,2006,United States,India,109810,32220,Mineral/Metal prospection and exploration
22571,60642723,28387721,2006,Norway,India,15323,16010,Social/ welfare services
16596,56140341,29835262,2006,United States,Colombia,43924,16010,Social/ welfare services
21617,59899340,28180674,2006,Italy,Thailand,102500,16010,Social/ welfare services
17900,57184937,27952511,2006,Germany,Brazil,293184,16010,Social/ welfare services
19816,58584723,29655285,2006,United States,South Africa,16472,16010,Social/ welfare services
19594,58422005,28408347,2006,Norway,Thailand,51150,23030,Power generation/renewable sources
19262,58171703,27950452,2006,Germany,Brazil,77687,16010,Social/ welfare services
19153,58097303,27959412,2006,Germany,Colombia,2247017,16010,Social/ welfare services
20463,59058161,28387221,2006,Norway,India,16834,32120,Industrial development
20797,59282469,28560689,2006,Sweden,India,15486,16010,Social/ welfare services
21003,59439441,28156235,2006,Italy,Brazil,22234,16010,Social/ welfare services
21567,59872863,27839333,2006,Germany,South Africa,1610571,16010,Social/ welfare services
18597,57699603,28390100,2006,Norway,India,17697,16010,Social/ welfare services
21210,59608955,28191546,2006,Netherlands,South Africa,6937,16010,Social/ welfare services
21218,59614091,29834189,2006,United States,Colombia,658862,32120,Industrial development
21280,59657558,27766983,2006,France,Chile,1400453,16010,Social/ welfare services
21352,59713180,28192279,2006,Netherlands,South Africa,130,16010,Social/ welfare services
18157,57360307,27838291,2006,Germany,South Africa,293184,16010,Social/ welfare services
21440,59784772,29908165,2006,United States,India,555640,32220,Mineral/Metal prospection and exploration
21471,59804226,28279997,2006,Norway,South Africa,369057,16010,Social/ welfare services
18294,57453704,28389737,2006,Norway,India,17050,16010,Social/ welfare services
16132,55778743,28515266,2006,Sweden,South Africa,35140,16010,Social/ welfare services
22900,60881317,28191598,2006,Netherlands,South Africa,1213989,16010,Social/ welfare services
15902,55591254,29912604,2006,United States,India,395317,32220,Mineral/Metal prospection and exploration
14189,54340846,29835000,2006,United States,Colombia,383238,16010,Social/ welfare services
23880,61630261,28386578,2006,Norway,India,647,16010,Social/ welfare services
23973,61702266,28190919,2006,Netherlands,South Africa,18724,16010,Social/ welfare services
14160,54318520,28180765,2006,Italy,Thailand,22720,16010,Social/ welfare services
24118,61827819,28281276,2006,Norway,South Africa,161220,16010,Social/ welfare services
14060,54249183,28390466,2006,Norway,India,334526,16010,Social/ welfare services
13930,54153517,28388776,2006,Norway,India,15108,32120,Industrial development
14390,54491396,29653617,2006,United States,South Africa,21962,16010,Social/ welfare services
24538,62158946,29831103,2006,United States,Brazil,16472,16010,Social/ welfare services
13841,54072150,28158713,2006,Italy,Brazil,60236,16010,Social/ welfare services
13645,53933627,28560589,2006,Sweden,India,34337,16010,Social/ welfare services
13542,53851199,27955657,2006,Germany,Chile,67842,23030,Power generation/renewable sources
24812,62362971,29908510,2006,United States,India,32943,16010,Social/ welfare services
13516,53835822,28191180,2006,Netherlands,South Africa,186437,16010,Social/ welfare services
13344,53705568,27722082,2006,France,South Africa,3878499,16010,Social/ welfare services
25185,62648131,29943294,2006,United States,Thailand,225111,16010,Social/ welfare services
24621,62211605,28390920,2006,Norway,India,55251,32120,Industrial development
23837,61590231,29653653,2006,United States,South Africa,152636,16010,Social/ welfare services
14545,54598066,29912832,2006,United States,India,38434,16010,Social/ welfare services
14768,54760202,27834164,2006,Germany,South Africa,97996,23030,Power generation/renewable sources
22936,60914223,28175952,2006,Italy,India,9012,16010,Social/ welfare services
15765,55497020,28387357,2006,Norway,India,34100,16010,Social/ welfare services
15669,55421554,28190191,2006,Netherlands,South Africa,8884,16010,Social/ welfare services
15615,55382870,30145875,2006,Japan,India,174266444,21030,Rail transport
15523,55320209,28386853,2006,Norway,India,43596,32120,Industrial development
15492,55291494,27775338,2006,France,Saudi Arabia,77184,16010,Social/ welfare services
23305,61188263,28514265,2006,Sweden,South Africa,629468,16010,Social/ welfare services
15358,55201165,27781119,2006,France,India,4605763,16010,Social/ welfare services
23381,61236024,27722265,2006,France,South Africa,9052674,23030,Power generation/renewable sources
23389,61241548,28514615,2006,Sweden,South Africa,311678,16010,Social/ welfare services
23417,61264959,27766367,2006,France,Brazil,1610715,16010,Social/ welfare services
23474,61312248,29911650,2006,United States,India,3294,16010,Social/ welfare services
23500,61332735,28062847,2006,Germany,Thailand,125465,32120,Industrial development
15215,55109026,27948986,2006,Germany,Brazil,332763,16010,Social/ welfare services
15214,55108987,29907936,2006,United States,India,322842,16010,Social/ welfare services
15069,54989713,28353398,2006,Norway,Brazil,156040,23030,Power generation/renewable sources
23744,61528539,28514665,2006,Sweden,South Africa,204730,16010,Social/ welfare services
25704,63043259,28156596,2006,Italy,Brazil,36351,16010,Social/ welfare services
19008,57996456,28156732,2006,Italy,Brazil,21204,16010,Social/ welfare services
26286,63495054,29833676,2006,United States,Colombia,1062951900,16010,Social/ welfare services
50434,81734103,28354903,2006,Norway,Colombia,289203,16010,Social/ welfare services
37398,71836835,27788615,2006,France,Thailand,1021839,16010,Social/ welfare services
37439,71872338,29834379,2006,United States,Colombia,154307670,16010,Social/ welfare services
37625,71998789,29909405,2006,United States,India,384336,32120,Industrial development
47681,79657971,28161217,2006,Italy,Colombia,13646,16010,Social/ welfare services
47630,79606951,28387585,2006,Norway,India,14028,32120,Industrial development
38032,72317017,28560889,2006,Sweden,India,680609,32120,Industrial development
38114,72376640,29913850,2006,United States,India,2690353,16010,Social/ welfare services
50469,81757240,29943701,2006,United States,Thailand,54905,16010,Social/ welfare services
38151,72401440,29942748,2006,United States,Thailand,1985371,16010,Social/ welfare services
50352,81680943,28386395,2006,Norway,India,237405,32120,Industrial development
50473,81760464,28560739,2006,Sweden,India,2020,16010,Social/ welfare services
47529,79533188,28015698,2006,Germany,India,119322,32120,Industrial development
38859,72947963,27788655,2006,France,Thailand,7819644,16010,Social/ welfare services
50555,81818414,29908354,2006,United States,India,768672,32120,Industrial development
39149,73143377,28389417,2006,Norway,India,42733,23030,Power generation/renewable sources
39167,73156255,28390556,2006,Norway,India,14244,16010,Social/ welfare services
39345,73297743,27833926,2006,Germany,South Africa,337154,16010,Social/ welfare services
39466,73390153,30097233,2006,Japan,Colombia,574261,16010,Social/ welfare services
39467,73390541,28161175,2006,Italy,Colombia,390802,16010,Social/ welfare services
39529,73438559,28514715,2006,Sweden,South Africa,4584,16010,Social/ welfare services
38310,72532586,27836103,2006,Germany,South Africa,48992,16010,Social/ welfare services
47230,79292723,28389645,2006,Norway,India,16187,16010,Social/ welfare services
37168,71649014,27834066,2006,Germany,South Africa,97996,23030,Power generation/renewable sources
48177,80051879,27951021,2006,Germany,Brazil,139258,16010,Social/ welfare services
48603,80362169,29606946,2006,Canada,Thailand,316319,16010,Social/ welfare services
33918,69240888,28012000,2006,Germany,India,8795358,16010,Social/ welfare services
34183,69451099,28514765,2006,Sweden,South Africa,45835,16010,Social/ welfare services
34241,69489659,28191336,2006,Netherlands,South Africa,861,16010,Social/ welfare services
34310,69545546,29830994,2006,United States,Brazil,140557,16010,Social/ welfare services
34373,69588523,28157863,2006,Italy,Brazil,30258,16010,Social/ welfare services
